fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,tiene_matricula,m_confianza,mx1,my1,mx2,my2
1892,COCHE,0.58,64,1343,322,1381,352,False,,,,,
1892,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1892,COCHE,0.2,40,1512,312,1569,382,False,,,,,
1892,COCHE,0.61,67,1285,318,1343,347,False,,,,,
1892,COCHE,0.76,70,1051,283,1200,397,True,0.38,1094,82,1129,659
1892,PERSONA,0.58,71,908,296,942,384,False,,,,,
1893,COCHE,0.59,64,1343,322,1382,352,False,,,,,
1893,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1893,COCHE,0.2,40,1512,312,1569,382,False,,,,,
1893,COCHE,0.61,67,1285,318,1343,347,False,,,,,
1893,COCHE,0.7,70,1048,282,1194,399,True,0.51,1091,84,1126,659
1893,PERSONA,0.57,71,906,294,940,385,False,,,,,
1893,COCHE,0.76,72,1828,392,1919,551,False,,,,,
1894,COCHE,0.58,64,1343,322,1381,352,False,,,,,
1894,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1894,COCHE,0.2,40,1512,312,1569,382,False,,,,,
1894,COCHE,0.61,67,1285,318,1343,347,False,,,,,
1894,COCHE,0.72,70,1043,282,1186,400,True,0.6,1087,85,1123,660
1894,PERSONA,0.41,71,903,293,938,386,False,,,,,
1894,COCHE,0.77,72,1808,382,1919,546,False,,,,,
1895,COCHE,0.58,64,1343,322,1382,352,False,,,,,
1895,COCHE,0.74,65,1431,321,1513,382,False,,,,,
1895,COCHE,0.18,40,1512,312,1569,382,False,,,,,
1895,COCHE,0.61,67,1285,318,1343,347,False,,,,,
1895,COCHE,0.61,70,1039,281,1183,402,True,0.48,1080,87,1119,661
1895,PERSONA,0.48,71,898,292,933,387,False,,,,,
1895,COCHE,0.87,72,1786,352,1919,545,False,,,,,
1896,COCHE,0.58,64,1343,322,1381,352,False,,,,,
1896,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1896,COCHE,0.18,40,1512,312,1569,382,False,,,,,
1896,COCHE,0.61,67,1285,318,1343,347,False,,,,,
1896,COCHE,0.65,70,1034,280,1177,402,True,0.47,1078,89,1115,661
1896,PERSONA,0.49,71,892,289,931,387,False,,,,,
1896,COCHE,0.88,72,1767,335,1919,540,False,,,,,
1897,COCHE,0.58,64,1343,322,1382,352,False,,,,,
1897,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1897,COCHE,0.19,40,1512,312,1569,382,False,,,,,
1897,COCHE,0.59,67,1286,318,1343,347,False,,,,,
1897,COCHE,0.73,70,1029,281,1179,405,True,0.67,1072,89,1112,663
1897,PERSONA,0.53,71,887,288,928,386,False,,,,,
1897,COCHE,0.86,72,1747,330,1919,537,False,,,,,
1898,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1898,COCHE,0.73,65,1431,322,1513,382,False,,,,,
1898,COCHE,0.19,40,1511,312,1569,382,True,0.33,1511,0,1569,653
1898,COCHE,0.57,67,1286,318,1343,347,False,,,,,
1898,COCHE,0.77,70,1023,280,1182,406,True,0.61,1068,90,1108,665
1898,PERSONA,0.64,71,885,290,923,387,False,,,,,
1898,COCHE,0.89,72,1728,328,1919,548,False,,,,,
1899,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1899,COCHE,0.73,65,1431,322,1513,382,False,,,,,
1899,COCHE,0.19,40,1512,312,1569,382,False,,,,,
1899,COCHE,0.58,67,1286,318,1343,347,False,,,,,
1899,COCHE,0.76,70,1017,278,1182,408,True,0.51,1063,93,1105,663
1899,PERSONA,0.56,71,882,292,920,388,False,,,,,
1899,COCHE,0.91,72,1711,326,1919,552,False,,,,,
1900,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1900,COCHE,0.73,65,1431,322,1513,382,False,,,,,
1900,COCHE,0.18,40,1512,312,1569,382,False,,,,,
1900,COCHE,0.56,67,1285,318,1343,347,False,,,,,
1900,COCHE,0.7,70,1015,277,1178,408,True,0.68,1058,95,1099,663
1900,PERSONA,0.68,71,880,293,916,389,False,,,,,
1900,COCHE,0.91,72,1694,326,1919,552,False,,,,,
1901,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1901,COCHE,0.73,65,1431,322,1513,382,False,,,,,
1901,COCHE,0.18,40,1512,312,1569,382,False,,,,,
1901,COCHE,0.56,67,1285,318,1343,347,False,,,,,
1901,COCHE,0.78,70,1007,277,1177,410,True,0.62,1054,97,1096,665
1901,PERSONA,0.48,71,877,293,913,391,False,,,,,
1901,COCHE,0.91,72,1679,325,1919,546,False,,,,,
1902,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1902,COCHE,0.73,65,1431,322,1513,382,False,,,,,
1902,COCHE,0.2,40,1512,312,1569,382,False,,,,,
1902,COCHE,0.56,67,1285,318,1343,347,False,,,,,
1902,COCHE,0.71,70,1002,278,1174,413,True,0.65,1047,96,1091,667
1902,PERSONA,0.56,71,874,297,910,392,False,,,,,
1902,COCHE,0.89,72,1664,324,1919,540,False,,,,,
1903,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1903,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1903,COCHE,0.19,40,1512,312,1569,382,False,,,,,
1903,COCHE,0.55,67,1284,318,1343,347,False,,,,,
1903,COCHE,0.85,70,996,277,1175,416,True,0.48,1041,99,1085,667
1903,PERSONA,0.54,71,871,299,907,391,False,,,,,
1903,COCHE,0.91,72,1648,324,1919,534,False,,,,,
1904,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1904,COCHE,0.72,65,1431,321,1513,382,False,,,,,
1904,COCHE,0.2,40,1512,312,1569,382,False,,,,,
1904,COCHE,0.55,67,1285,318,1343,347,False,,,,,
1904,COCHE,0.69,70,989,276,1174,418,True,0.47,1035,101,1078,667
1904,PERSONA,0.57,71,866,294,904,392,False,,,,,
1904,COCHE,0.91,72,1636,324,1919,526,False,,,,,
1905,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1905,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1905,COCHE,0.19,40,1512,312,1570,382,True,0.32,1512,0,1570,653
1905,COCHE,0.53,67,1285,317,1343,346,False,,,,,
1905,COCHE,0.59,70,981,275,1175,421,True,0.65,1029,104,1075,668
1905,PERSONA,0.19,71,862,297,901,391,False,,,,,
1905,COCHE,0.9,72,1624,324,1919,522,True,0.38,1857,123,1913,790
1906,COCHE,0.58,64,1343,322,1382,352,False,,,,,
1906,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1906,COCHE,0.23,40,1512,312,1570,382,True,0.32,1512,0,1570,653
1906,COCHE,0.53,67,1285,318,1343,346,False,,,,,
1906,COCHE,0.86,70,972,273,1173,424,True,0.61,1021,108,1069,668
1906,PERSONA,0.59,71,859,299,897,392,False,,,,,
1906,COCHE,0.92,72,1613,324,1919,518,True,0.35,1833,118,1899,786
1907,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1907,COCHE,0.74,65,1431,321,1513,382,False,,,,,
1907,COCHE,0.22,40,1512,312,1570,382,True,0.32,1512,0,1570,653
1907,COCHE,0.54,67,1285,318,1343,346,False,,,,,
1907,COCHE,0.82,70,965,271,1171,426,True,0.67,1015,111,1063,668
1907,PERSONA,0.62,71,854,293,894,393,False,,,,,
1907,COCHE,0.9,72,1603,325,1919,514,True,0.61,1811,113,1876,782
1908,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1908,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1908,COCHE,0.23,40,1512,312,1570,382,True,0.32,1512,0,1570,653
1908,COCHE,0.56,67,1284,318,1343,346,False,,,,,
1908,COCHE,0.81,70,956,270,1171,429,True,0.56,1007,115,1056,669
1908,PERSONA,0.51,71,848,261,891,393,False,,,,,
1908,COCHE,0.9,72,1591,325,1913,509,True,0.47,1791,110,1856,778
1909,COCHE,0.57,64,1343,322,1383,352,False,,,,,
1909,COCHE,0.73,65,1431,321,1513,382,False,,,,,
1909,COCHE,0.21,40,1512,312,1570,382,True,0.32,1512,0,1570,652
1909,COCHE,0.57,67,1284,317,1343,346,False,,,,,
1909,COCHE,0.87,70,947,269,1168,431,True,0.56,998,117,1050,671
1909,PERSONA,0.63,71,843,249,890,395,False,,,,,
1909,COCHE,0.91,72,1581,326,1900,504,True,0.59,1774,105,1834,776
1910,COCHE,0.57,64,1343,322,1383,352,False,,,,,
1910,COCHE,0.72,65,1431,321,1513,382,False,,,,,
1910,COCHE,0.25,40,1512,312,1571,382,True,0.33,1512,0,1571,652
1910,COCHE,0.57,67,1285,317,1343,346,False,,,,,
1910,COCHE,0.78,70,939,268,1160,435,True,0.46,992,120,1043,672
1910,PERSONA,0.55,71,838,245,888,395,False,,,,,
1910,COCHE,0.91,72,1572,326,1882,500,True,0.63,1757,101,1816,773
1911,COCHE,0.55,64,1343,322,1384,352,False,,,,,
1911,COCHE,0.73,65,1430,319,1512,383,False,,,,,
1911,COCHE,0.29,40,1512,312,1575,383,False,,,,,
1911,COCHE,0.58,67,1285,317,1343,346,False,,,,,
1911,COCHE,0.73,70,929,265,1152,439,True,0.4,983,126,1036,672
1911,PERSONA,0.57,71,834,243,887,396,False,,,,,
1911,COCHE,0.92,72,1563,327,1861,495,True,0.63,1741,97,1798,771
1912,COCHE,0.53,64,1343,322,1384,352,False,,,,,
1912,COCHE,0.72,65,1431,319,1512,383,False,,,,,
1912,COCHE,0.34,40,1512,312,1574,382,False,,,,,
1912,COCHE,0.57,67,1285,317,1343,346,False,,,,,
1912,COCHE,0.77,70,920,262,1148,442,True,0.64,974,131,1027,672
1912,PERSONA,0.53,71,832,245,881,396,False,,,,,
1912,COCHE,0.91,72,1553,327,1840,489,True,0.54,1725,95,1780,767
1913,COCHE,0.55,64,1343,322,1384,352,False,,,,,
1913,COCHE,0.72,65,1432,320,1512,383,False,,,,,
1913,COCHE,0.36,40,1512,313,1573,382,False,,,,,
1913,COCHE,0.58,67,1285,317,1344,346,False,,,,,
1913,COCHE,0.68,70,909,260,1146,446,True,0.51,965,136,1019,673
1913,PERSONA,0.56,71,828,273,873,397,False,,,,,
1913,COCHE,0.9,72,1546,328,1822,487,True,0.62,1709,92,1764,766
1914,COCHE,0.55,64,1343,322,1385,352,False,,,,,
1914,COCHE,0.72,65,1432,320,1512,383,False,,,,,
1914,COCHE,0.45,40,1512,313,1572,383,False,,,,,
1914,COCHE,0.57,67,1285,317,1344,346,False,,,,,
1914,COCHE,0.74,70,897,259,1139,450,True,0.63,955,140,1010,675
1914,PERSONA,0.44,71,823,270,869,398,False,,,,,
1914,COCHE,0.89,72,1538,324,1805,484,True,0.51,1694,93,1748,758
1915,COCHE,0.54,64,1343,322,1384,352,False,,,,,
1915,COCHE,0.72,65,1432,320,1512,383,False,,,,,
1915,COCHE,0.46,40,1512,313,1572,383,False,,,,,
1915,COCHE,0.56,67,1286,317,1344,346,False,,,,,
1915,COCHE,0.72,70,885,258,1134,456,True,0.55,943,144,1001,677
1915,PERSONA,0.17,71,817,277,864,398,False,,,,,
1915,COCHE,0.87,72,1531,325,1788,479,True,0.47,1680,90,1734,756
1916,COCHE,0.54,64,1343,322,1384,352,False,,,,,
1916,COCHE,0.7,65,1432,320,1512,383,False,,,,,
1916,COCHE,0.47,40,1511,314,1573,383,False,,,,,
1916,COCHE,0.56,67,1287,317,1343,346,False,,,,,
1916,COCHE,0.75,70,872,258,1131,460,True,0.39,932,147,991,680
1916,PERSONA,0.2,71,813,274,859,397,False,,,,,
1916,COCHE,0.88,72,1523,326,1772,476,True,0.64,1668,86,1720,755
1917,COCHE,0.54,64,1343,322,1384,352,False,,,,,
1917,COCHE,0.67,65,1430,319,1515,383,False,,,,,
1917,COCHE,0.37,40,1509,314,1573,384,False,,,,,
1917,COCHE,0.57,67,1287,317,1343,346,False,,,,,
1917,COCHE,0.67,70,857,257,1128,465,True,0.4,919,151,980,683
1917,PERSONA,0.18,71,808,285,854,398,False,,,,,
1917,COCHE,0.89,72,1516,326,1756,473,True,0.63,1655,85,1706,753
1918,COCHE,0.54,64,1343,322,1383,352,False,,,,,
1918,COCHE,0.66,65,1429,319,1519,383,False,,,,,
1918,COCHE,0.28,40,1495,315,1571,384,False,,,,,
1918,COCHE,0.57,67,1287,318,1343,346,False,,,,,
1918,COCHE,0.77,70,843,255,1126,471,True,0.44,904,156,968,685
1918,PERSONA,0.29,71,804,286,851,399,False,,,,,
1918,COCHE,0.89,72,1510,328,1741,469,True,0.68,1643,81,1695,751
1919,COCHE,0.53,64,1343,322,1383,352,False,,,,,
1919,COCHE,0.66,65,1431,320,1516,382,False,,,,,
1919,COCHE,0.18,40,1491,316,1570,381,False,,,,,
1919,COCHE,0.57,67,1287,318,1343,346,False,,,,,
1919,COCHE,0.69,70,826,253,1117,475,True,0.42,890,161,956,686
1919,PERSONA,0.25,71,799,285,848,401,False,,,,,
1919,COCHE,0.85,72,1502,326,1726,466,True,0.52,1632,80,1681,748
1920,COCHE,0.55,64,1343,322,1383,352,False,,,,,
1920,COCHE,0.68,65,1432,320,1514,382,False,,,,,
1920,COCHE,0.14,40,1502,318,1565,374,False,,,,,
1920,COCHE,0.58,67,1288,318,1343,347,False,,,,,
1920,COCHE,0.85,70,807,251,1109,482,True,0.47,876,166,943,688
1920,COCHE,0.86,72,1495,325,1713,462,True,0.44,1620,79,1670,744
1921,COCHE,0.57,64,1343,322,1383,352,False,,,,,
1921,COCHE,0.73,65,1432,321,1514,382,False,,,,,
1921,COCHE,0.59,67,1287,318,1343,347,False,,,,,
1921,COCHE,0.82,70,792,248,1102,486,True,0.33,859,173,929,690
1921,COCHE,0.85,72,1487,324,1702,459,True,0.33,1608,79,1658,740
1922,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1922,COCHE,0.78,65,1431,321,1514,382,False,,,,,
1922,COCHE,0.58,67,1286,319,1343,346,False,,,,,
1922,COCHE,0.92,70,775,248,1098,493,True,0.56,841,178,914,696
1922,COCHE,0.88,72,1481,323,1690,457,True,0.48,1598,78,1647,737
1923,COCHE,0.55,64,1343,322,1382,352,False,,,,,
1923,COCHE,0.78,65,1431,321,1513,381,False,,,,,
1923,COCHE,0.59,67,1286,319,1343,347,False,,,,,
1923,COCHE,0.85,70,753,246,1093,501,True,0.56,822,186,897,698
1923,COCHE,0.87,72,1476,322,1680,455,True,0.53,1589,77,1635,736
1924,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1924,COCHE,0.76,65,1430,321,1513,381,False,,,,,
1924,COCHE,0.59,67,1286,319,1343,347,False,,,,,
1924,COCHE,0.83,70,731,243,1088,510,True,0.43,802,195,880,702
1924,COCHE,0.86,72,1471,320,1668,451,True,0.7,1580,78,1625,732
1925,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1925,COCHE,0.7,65,1429,322,1511,381,False,,,,,
1925,COCHE,0.58,67,1286,319,1343,347,False,,,,,
1925,COCHE,0.84,70,706,241,1079,517,True,0.51,781,203,858,706
1925,COCHE,0.87,72,1465,320,1657,447,True,0.58,1571,77,1616,730
1926,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1926,COCHE,0.65,65,1428,324,1507,381,False,,,,,
1926,COCHE,0.57,67,1286,319,1343,347,False,,,,,
1926,COCHE,0.82,70,680,236,1071,529,True,0.43,753,214,838,709
1926,COCHE,0.89,72,1462,320,1647,446,True,0.53,1562,75,1608,729
1927,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1927,COCHE,0.61,65,1427,325,1497,381,False,,,,,
1927,COCHE,0.57,67,1286,319,1343,347,False,,,,,
1927,COCHE,0.85,70,649,234,1064,538,False,,,,,
1927,COCHE,0.87,72,1457,320,1637,443,True,0.55,1554,73,1598,727
1928,COCHE,0.56,64,1343,322,1382,352,False,,,,,
1928,COCHE,0.18,65,1422,322,1497,379,False,,,,,
1928,COCHE,0.56,67,1287,319,1343,347,False,,,,,
1928,COCHE,0.9,70,617,231,1057,547,True,0.32,698,234,787,720
1928,COCHE,0.86,72,1451,320,1628,439,True,0.62,1546,74,1590,727
1928,COCHE,0.56,73,1144,310,1196,350,False,,,,,
1929,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1929,COCHE,0.52,65,1408,325,1475,376,False,,,,,
1929,COCHE,0.57,67,1287,319,1343,347,False,,,,,
1929,COCHE,0.91,70,581,223,1048,560,True,0.26,660,249,760,723
1929,COCHE,0.86,72,1445,323,1619,435,True,0.52,1538,68,1582,726
1929,COCHE,0.62,73,1144,310,1197,352,False,,,,,
1930,COCHE,0.57,64,1343,322,1382,352,False,,,,,
1930,COCHE,0.56,65,1400,325,1466,374,False,,,,,
1930,COCHE,0.56,67,1287,319,1343,346,False,,,,,
1930,COCHE,0.88,70,543,218,1040,572,True,0.42,622,261,730,729
1930,COCHE,0.9,72,1441,324,1609,434,True,0.68,1531,65,1574,726
1930,COCHE,0.66,73,1139,310,1198,356,False,,,,,
1931,COCHE,0.57,64,1343,322,1383,352,False,,,,,
1931,COCHE,0.55,65,1395,326,1460,372,False,,,,,
1931,COCHE,0.56,67,1287,319,1343,346,False,,,,,
1931,COCHE,0.88,70,500,216,1030,585,False,,,,,
1931,COCHE,0.92,72,1437,323,1602,433,True,0.57,1524,66,1567,722
1931,COCHE,0.65,73,1137,309,1199,358,False,,,,,
1932,COCHE,0.57,64,1343,322,1383,352,False,,,,,
1932,COCHE,0.59,65,1391,326,1462,371,False,,,,,
1932,COCHE,0.55,67,1288,319,1342,346,False,,,,,
1932,COCHE,0.89,70,451,213,1017,603,True,0.28,459,8,1013,743
1932,COCHE,0.88,72,1431,323,1593,431,True,0.47,1517,64,1558,721
1932,COCHE,0.59,73,1135,309,1199,358,False,,,,,
1933,COCHE,0.54,64,1343,323,1383,352,False,,,,,
1933,COCHE,0.45,65,1388,325,1462,367,False,,,,,
1933,COCHE,0.56,67,1288,319,1343,346,False,,,,,
1933,COCHE,0.87,70,394,207,1006,620,True,0.29,408,10,1002,754
1933,COCHE,0.88,72,1432,325,1585,430,True,0.4,1512,60,1552,720
1933,COCHE,0.54,73,1135,309,1199,355,False,,,,,
1934,COCHE,0.55,64,1343,323,1384,352,False,,,,,
1934,COCHE,0.46,65,1388,323,1464,363,False,,,,,
1934,COCHE,0.57,67,1288,319,1343,346,False,,,,,
1934,COCHE,0.91,70,331,201,992,642,False,,,,,
1934,COCHE,0.87,72,1423,323,1578,428,True,0.31,1505,61,1545,717
1934,COCHE,0.54,73,1139,310,1198,351,False,,,,,
1935,COCHE,0.54,64,1343,323,1385,352,False,,,,,
1935,COCHE,0.39,65,1387,322,1458,360,False,,,,,
1935,COCHE,0.56,67,1288,319,1343,346,False,,,,,
1935,COCHE,0.88,70,256,195,978,665,False,,,,,
1935,COCHE,0.88,72,1418,322,1571,426,True,0.39,1499,61,1538,715
1935,COCHE,0.52,73,1147,310,1198,347,False,,,,,
1936,COCHE,0.54,64,1343,323,1385,352,False,,,,,
1936,COCHE,0.33,65,1388,323,1461,360,False,,,,,
1936,COCHE,0.56,67,1288,319,1343,347,False,,,,,
1936,COCHE,0.86,70,172,188,963,693,False,,,,,
1936,COCHE,0.86,72,1416,322,1564,424,True,0.42,1493,60,1532,714
1936,COCHE,0.5,73,1146,310,1198,347,False,,,,,
1937,COCHE,0.51,64,1343,323,1384,352,False,,,,,
1937,COCHE,0.25,65,1391,324,1456,359,False,,,,,
1937,COCHE,0.55,67,1288,319,1343,347,False,,,,,
1937,COCHE,0.89,70,71,182,946,724,False,,,,,
1937,COCHE,0.86,72,1412,323,1558,422,True,0.44,1488,58,1526,715
1937,COCHE,0.31,73,1145,309,1200,348,False,,,,,
1938,COCHE,0.54,64,1343,323,1384,352,False,,,,,
1938,COCHE,0.24,65,1392,324,1451,358,False,,,,,
1938,COCHE,0.56,67,1288,319,1343,347,False,,,,,
1938,COCHE,0.93,70,13,170,927,765,False,,,,,
1938,COCHE,0.83,72,1408,323,1553,420,True,0.39,1483,57,1519,713
1938,COCHE,0.47,73,1150,311,1199,345,False,,,,,
1939,COCHE,0.56,64,1343,323,1384,351,False,,,,,
1939,COCHE,0.34,65,1385,325,1440,358,False,,,,,
1939,COCHE,0.57,67,1288,319,1343,347,False,,,,,
1939,COCHE,0.91,70,0,159,907,811,False,,,,,
1939,COCHE,0.85,72,1402,322,1548,418,True,0.58,1477,57,1514,711
1939,COCHE,0.54,73,1150,311,1199,346,False,,,,,
1940,COCHE,0.56,64,1343,323,1382,351,False,,,,,
1940,COCHE,0.4,65,1384,323,1436,357,False,,,,,
1940,COCHE,0.59,67,1288,319,1343,346,False,,,,,
1940,COCHE,0.95,70,0,145,886,879,False,,,,,
1940,COCHE,0.88,72,1398,322,1540,417,True,0.45,1471,56,1508,710
1940,COCHE,0.57,73,1150,311,1199,346,False,,,,,
1941,COCHE,0.56,64,1343,323,1381,351,False,,,,,
1941,COCHE,0.29,65,1383,323,1434,357,False,,,,,
1941,COCHE,0.59,67,1287,319,1343,346,False,,,,,
1941,COCHE,0.95,70,0,131,861,951,False,,,,,
1941,COCHE,0.85,72,1396,322,1534,417,True,0.29,1467,55,1503,710
1941,COCHE,0.58,73,1148,311,1200,347,False,,,,,
1942,COCHE,0.57,64,1343,322,1380,351,False,,,,,
1942,COCHE,0.23,65,1383,323,1426,357,False,,,,,
1942,COCHE,0.61,67,1288,319,1343,347,False,,,,,
1942,COCHE,0.94,70,0,110,831,1030,False,,,,,
1942,COCHE,0.87,72,1394,321,1529,414,True,0.67,1462,55,1498,707
1942,COCHE,0.57,73,1149,311,1200,347,False,,,,,
1943,COCHE,0.59,64,1344,323,1380,350,False,,,,,
1943,COCHE,0.22,65,1383,324,1421,357,False,,,,,
1943,COCHE,0.58,67,1288,319,1343,347,False,,,,,
1943,COCHE,0.93,70,0,89,797,1056,False,,,,,
1943,COCHE,0.86,72,1393,322,1523,411,True,0.56,1457,53,1493,707
1943,COCHE,0.58,73,1150,311,1200,347,False,,,,,
1944,COCHE,0.54,64,1344,323,1379,350,False,,,,,
1944,COCHE,0.12,65,1382,324,1414,356,False,,,,,
1944,COCHE,0.59,67,1288,319,1343,347,False,,,,,
1944,COCHE,0.85,70,0,61,759,1047,False,,,,,
1944,COCHE,0.85,72,1390,322,1517,410,True,0.67,1452,51,1488,706
1944,COCHE,0.55,73,1150,311,1200,347,False,,,,,
1945,COCHE,0.55,64,1343,323,1379,350,False,,,,,
1945,COCHE,0.61,67,1288,319,1343,347,False,,,,,
1945,COCHE,0.92,70,0,29,714,1037,False,,,,,
1945,COCHE,0.88,72,1384,321,1512,409,True,0.5,1450,53,1483,704
1945,COCHE,0.57,73,1151,311,1200,347,False,,,,,
1946,COCHE,0.56,64,1343,323,1380,350,False,,,,,
1946,COCHE,0.59,67,1288,319,1343,347,False,,,,,
1946,COCHE,0.89,70,0,11,661,1030,False,,,,,
1946,COCHE,0.86,72,1381,321,1508,408,True,0.33,1446,52,1479,703
1946,COCHE,0.56,73,1152,311,1200,347,False,,,,,
1947,COCHE,0.61,64,1343,322,1380,350,False,,,,,
1947,COCHE,0.61,67,1287,319,1343,347,False,,,,,
1947,COCHE,0.92,70,0,3,602,1022,False,,,,,
1947,COCHE,0.84,72,1379,321,1505,407,True,0.58,1440,51,1474,702
1947,COCHE,0.58,73,1153,311,1200,346,False,,,,,
1948,COCHE,0.61,64,1343,322,1381,350,False,,,,,
1948,COCHE,0.6,67,1287,319,1343,347,False,,,,,
1948,COCHE,0.74,70,0,1,531,1016,False,,,,,
1948,COCHE,0.86,72,1376,321,1500,406,True,0.57,1436,51,1469,700
1948,COCHE,0.56,73,1153,311,1200,346,False,,,,,
1949,COCHE,0.59,64,1343,322,1382,350,False,,,,,
1949,COCHE,0.62,67,1287,319,1344,347,False,,,,,
1949,COCHE,0.75,70,0,0,431,1049,False,,,,,
1949,COCHE,0.85,72,1373,321,1494,405,True,0.47,1432,49,1464,700
1949,COCHE,0.61,73,1153,311,1200,347,False,,,,,
1950,COCHE,0.64,64,1342,322,1383,350,False,,,,,
1950,COCHE,0.62,67,1286,319,1343,347,False,,,,,
1950,COCHE,0.55,70,0,1,313,1065,False,,,,,
1950,COCHE,0.81,72,1372,321,1489,404,True,0.38,1429,48,1461,699
1950,COCHE,0.6,73,1153,311,1200,347,False,,,,,
1951,COCHE,0.64,64,1342,322,1382,350,False,,,,,
1951,COCHE,0.61,67,1286,319,1343,347,False,,,,,
1951,COCHE,0.82,72,1370,320,1486,404,True,0.3,1425,49,1457,697
1951,COCHE,0.6,73,1153,311,1200,347,False,,,,,
1952,COCHE,0.61,64,1342,321,1381,350,False,,,,,
1952,COCHE,0.6,67,1287,318,1343,347,False,,,,,
1952,COCHE,0.78,72,1368,319,1482,403,True,0.35,1422,48,1452,695
1952,COCHE,0.62,73,1153,311,1200,347,False,,,,,
1953,COCHE,0.59,64,1342,321,1377,349,False,,,,,
1953,COCHE,0.6,67,1287,318,1342,347,False,,,,,
1953,COCHE,0.86,72,1365,320,1476,401,True,0.45,1418,47,1449,695
1953,COCHE,0.64,73,1153,311,1200,347,False,,,,,
1954,COCHE,0.56,64,1341,321,1375,349,False,,,,,
1954,COCHE,0.6,67,1287,318,1342,347,False,,,,,
1954,COCHE,0.86,72,1362,320,1473,400,False,,,,,
1954,COCHE,0.68,73,1153,311,1201,347,False,,,,,
1955,COCHE,0.5,64,1342,321,1374,349,False,,,,,
1955,COCHE,0.59,67,1287,318,1341,347,False,,,,,
1955,COCHE,0.87,72,1360,320,1469,398,True,0.48,1412,46,1441,693
1955,COCHE,0.67,73,1152,311,1202,347,False,,,,,
1956,COCHE,0.45,64,1343,321,1374,349,False,,,,,
1956,COCHE,0.59,67,1288,318,1341,347,False,,,,,
1956,COCHE,0.85,72,1358,320,1463,396,True,0.42,1408,44,1438,692
1956,COCHE,0.66,73,1152,311,1202,346,False,,,,,
1957,COCHE,0.4,64,1344,321,1373,348,False,,,,,
1957,COCHE,0.59,67,1288,318,1341,347,False,,,,,
1957,COCHE,0.83,72,1355,320,1459,394,True,0.26,1405,44,1434,691
1957,COCHE,0.67,73,1152,311,1202,347,False,,,,,
1958,COCHE,0.29,64,1345,320,1372,347,False,,,,,
1958,COCHE,0.59,67,1287,318,1341,347,False,,,,,
1958,COCHE,0.8,72,1352,320,1456,393,False,,,,,
1958,COCHE,0.67,73,1152,311,1203,347,False,,,,,
1959,COCHE,0.18,64,1344,320,1372,345,False,,,,,
1959,COCHE,0.59,67,1286,318,1341,347,False,,,,,
1959,COCHE,0.77,72,1350,320,1454,393,False,,,,,
1959,COCHE,0.69,73,1152,310,1203,347,False,,,,,
1959,COCHE,0.65,76,1445,322,1512,382,False,,,,,
1960,COCHE,0.56,67,1286,318,1341,347,False,,,,,
1960,COCHE,0.81,72,1347,321,1451,393,False,,,,,
1960,COCHE,0.68,73,1152,310,1203,347,False,,,,,
1960,COCHE,0.68,76,1443,323,1512,382,False,,,,,
1961,COCHE,0.56,67,1285,319,1341,347,False,,,,,
1961,COCHE,0.79,72,1346,321,1448,392,True,0.28,1394,40,1422,689
1961,COCHE,0.68,73,1152,310,1204,348,False,,,,,
1961,COCHE,0.7,76,1439,322,1512,383,False,,,,,
1962,COCHE,0.53,67,1285,319,1340,347,False,,,,,
1962,COCHE,0.78,72,1344,321,1446,391,True,0.4,1391,39,1418,689
1962,COCHE,0.68,73,1151,311,1204,348,False,,,,,
1962,COCHE,0.7,76,1438,321,1513,383,False,,,,,
1963,COCHE,0.54,67,1286,319,1341,347,False,,,,,
1963,COCHE,0.77,72,1343,321,1444,390,True,0.27,1388,39,1416,688
1963,COCHE,0.69,73,1151,311,1204,349,False,,,,,
1963,COCHE,0.71,76,1438,321,1512,383,False,,,,,
1964,COCHE,0.53,67,1286,320,1341,346,False,,,,,
1964,COCHE,0.76,72,1342,321,1441,388,False,,,,,
